,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
399,London,20,RE,1629036100,68,-21.3393,55.4781,69.48,21.85
400,London,100,US,1629036100,65,39.2507,-76.5205,77.38,8.99
401,London,88,UY,1629036101,87,-34.4833,-54.3333,58.96,2.17
402,London,0,AU,1629036101,62,-28.7667,114.6,57.61,10.36
403,London,73,PG,1629036101,85,-10.6167,150.6667,78.13,18.57
404,London,91,RU,1629036102,60,67.6803,53.1512,60.71,6.46
405,London,0,YT,1629036102,70,-12.9319,45.1483,80.53,10.16
406,London,94,NU,1629036102,79,-19.0595,-169.9187,71.94,19.33
407,London,100,RU,1629036103,24,51.5,44.4758,85.21,10.98
408,London,96,GL,1629036103,76,60.9167,-46.05,57.42,1.83
409,London,83,AR,1629035947,33,-43.3002,-65.1023,56.28,21.63
410,London,0,ZM,1629036104,25,-14.9783,27.0619,79.3,9.15
411,London,79,RU,1629036104,73,70.0167,135.6,43.93,7.2
412,London,100,CA,1629036104,97,60.7522,-137.5108,44.62,3.76
413,London,1,PF,1629036105,74,-16.7,-151.0167,78.33,10.78
414,London,15,CN,1629036105,37,43.6475,111.9767,77.94,12.01
415,London,90,US,1629036106,92,37.4636,-122.4286,64.42,0.0
416,London,100,LR,1629036104,68,6.3005,-10.7969,78.64,7.36
417,London,0,AU,1629036106,47,-31.95,141.4333,51.42,10.51
418,London,1,US,1629036107,80,41.15,-87.8667,72.09,8.05
419,London,100,IN,1629036107,86,11.6667,92.75,79.92,13.22
420,London,13,RU,1629036107,43,54.6302,43.2148,80.02,3.31
421,London,99,CA,1629036017,88,60.8156,-115.7999,51.15,2.68
422,London,84,CN,1629036108,25,38.4167,77.2406,75.94,22.55
423,London,20,GL,1629036108,87,69.2167,-51.1,48.22,5.75
424,London,100,ID,1629036070,86,-0.9492,100.3543,79.36,2.71
425,London,100,CA,1629036109,98,63.7506,-68.5145,41.23,7.63
426,London,87,PE,1629036109,68,-5.4,-80.75,68.54,11.14
427,London,100,NG,1629036110,57,5.5167,5.75,85.17,9.78
428,London,100,ID,1629036110,92,-0.8833,131.25,75.52,4.32
429,London,90,US,1629036007,89,64.8378,-147.7164,48.6,3.44
430,London,45,RE,1629036111,69,-21.3667,55.6167,68.38,13.65
431,London,37,AU,1629036111,73,-28.8667,153.05,56.64,3.13
432,London,68,IN,1629036111,72,25.65,77.9,82.45,7.72
433,London,0,KE,1629036112,74,-2.2717,40.902,79.02,16.33
434,London,96,RU,1629036112,75,55.9106,94.8983,56.77,1.45
435,London,3,RU,1629036113,89,54.4333,113.6,55.62,1.61
436,London,100,CA,1629036113,97,51.226,-58.6502,63.28,2.46
437,London,98,US,1629036009,52,35.1894,-114.053,79.9,3.94
438,London,29,RU,1629036114,95,59.3833,143.3,57.43,4.81
439,London,40,PT,1629036114,73,38.5167,-28.7,75.6,10.36
440,London,75,BR,1629036115,78,2.8197,-60.6733,78.78,3.44
441,London,35,ID,1629036115,92,-0.7275,119.8922,75.43,3.38
442,London,98,CN,1629036115,25,38.9342,100.4517,86.0,17.34
443,London,82,RU,1629036116,67,66.0833,76.6333,59.85,18.63
444,London,71,SD,1629036117,39,14.2,24.6667,83.59,2.3
445,London,29,PG,1629036117,88,-2.6741,141.3028,78.17,6.91
446,London,52,TZ,1629036117,43,-10.7167,39.7333,83.05,12.88
447,London,0,DZ,1629036118,11,36.365,6.6147,102.15,7.14
448,London,14,BR,1629036118,57,-5.1989,-35.4608,85.32,18.48
449,London,89,GB,1629036119,89,50.1186,-5.5371,63.61,21.88
450,London,4,UA,1629036119,36,49.7143,28.8339,82.38,6.49
451,London,100,RU,1629036119,59,48.0448,40.045,77.14,2.8
452,London,100,RU,1629036119,96,64.8989,45.7622,59.74,10.27
453,London,40,BF,1629035881,65,11.1771,-4.2979,82.85,11.5
454,London,0,ES,1629035856,38,39.8885,4.2658,91.96,8.05
455,London,100,CA,1629036026,61,55.2834,-114.769,62.74,3.47
456,London,80,IN,1629036120,46,34.5667,76.1,52.38,8.55
457,London,96,JP,1629036120,94,33.7333,135.9833,76.91,4.41
458,London,69,IS,1629036121,60,66.0449,-17.3389,58.71,6.26
459,London,15,US,1629036121,44,34.7333,-120.0343,52.84,3.56
460,London,1,US,1629036018,83,46.8083,-100.7837,74.86,9.22
461,London,94,NG,1629036122,72,7.3833,8.5667,83.03,6.98
462,London,74,AO,1629036122,28,-9.5402,16.341,86.14,4.07
463,London,80,MZ,1629036123,70,-19.8436,34.8389,71.06,12.73
464,London,100,GL,1629036123,91,72.7868,-56.1549,43.18,31.76
465,London,1,CD,1629036123,15,-8.7386,24.9906,89.17,7.43
466,London,86,RU,1629036124,26,46.5331,48.3456,91.33,16.73
467,London,100,CA,1629036125,94,66.1451,-65.7125,43.2,3.29
468,London,100,PG,1629036125,88,-9.0763,143.2092,76.59,18.48
469,London,0,NA,1629036125,57,-26.6481,15.1594,63.7,11.23
470,London,55,PT,1629036126,86,38.7333,-27.0667,77.76,8.28
471,London,99,PH,1629036126,81,15.435,119.9045,81.77,3.38
472,London,7,RU,1629036126,81,50.0969,128.0489,62.71,1.77
473,London,100,NO,1629036127,78,70.9821,25.9704,46.71,14.09
474,London,9,CN,1629036127,92,45.2167,127.9667,60.94,1.07
475,London,100,BR,1629036128,63,-0.4139,-65.0192,82.71,2.35
476,London,84,DO,1629036128,73,18.4616,-69.2972,87.49,10.33
477,London,87,RU,1629036128,67,65.9667,78.3667,60.19,17.98
478,London,90,US,1629036129,82,25.7634,-80.3731,86.02,1.01
479,London,0,PY,1629036129,64,-25.3333,-57.5333,70.74,3.44
480,London,88,CN,1629036129,97,30.1924,116.025,74.35,0.47
481,London,100,RU,1629036130,72,66.53,66.6019,55.9,19.26
482,London,19,CA,1629036130,44,50.1001,-91.917,73.53,10.27
483,London,100,US,1629036021,88,39.1834,-84.5333,70.07,1.01
484,London,64,YE,1629036131,43,14.4,46.4667,82.76,10.89
485,London,8,RU,1629036131,92,51.4667,140.7833,56.55,7.38
486,London,100,IN,1629036131,86,16.8667,77.4,73.83,4.97
487,London,70,RU,1629036132,91,62.2167,135.8,61.16,4.72
488,London,4,BR,1629036132,54,-2.5364,-57.76,88.79,2.62
489,London,99,ET,1629036133,92,9.0167,37.45,58.28,3.06
490,London,100,RU,1629036133,88,63.0128,112.4714,56.03,8.99
491,London,0,AR,1629035997,60,-38.9516,-68.0591,39.09,3.44
492,London,100,RU,1629036134,85,54.3419,101.5036,60.98,5.57
493,London,87,VN,1629036134,98,11.9465,108.4419,59.52,0.18
494,London,2,BR,1629036134,57,-1.8,-53.48,87.17,2.06
495,London,40,MA,1629036134,6,34.0372,-4.9998,111.45,5.75
496,London,70,BR,1629036135,58,-4.3831,-70.0311,85.48,0.72
497,London,100,LK,1629036135,85,5.9485,80.5353,78.76,11.3
498,London,7,AO,1629036136,66,-15.1961,12.1522,75.45,13.33
499,London,0,IQ,1629036103,12,36.1926,44.0106,102.72,10.47
500,London,2,IN,1629036136,85,30.6945,78.4932,65.77,2.3
501,London,3,PT,1629036136,62,41.7178,-8.8571,91.69,20.83
502,London,0,NA,1629036137,11,-24.8333,16.9833,80.98,18.63
503,London,75,NC,1629036137,66,-20.2333,164.0167,70.72,21.3
504,London,100,RU,1629036138,68,58.8386,57.5532,65.12,2.68
505,London,71,ZM,1629036138,45,-16.5382,28.7088,77.04,4.36
506,London,49,BR,1629036139,54,-3.9014,-38.3911,86.09,10.98
507,London,0,ES,1629036139,38,39.8885,4.2658,91.96,8.05
508,London,0,AF,1629036139,7,30.9667,61.8833,97.14,27.29
509,London,40,AR,1629036030,93,-51.6226,-69.2181,32.05,3.44
510,London,100,CN,1629036140,94,31.8111,121.655,79.03,3.51
511,London,100,SN,1629036140,55,14.905,-12.4568,89.73,5.7
512,London,100,GD,1629036141,82,12.0564,-61.7485,79.63,14.29
513,London,96,CA,1629036141,68,48.9682,-54.5906,77.94,8.21
514,London,0,AR,1629036001,67,-36.3132,-57.6792,55.78,0.67
515,London,73,GB,1629036141,62,50.8552,0.5729,74.71,20.15
516,London,5,AR,1629036142,62,-31.6333,-60.7,63.75,1.99
517,London,20,PT,1629036142,69,33.072,-16.3415,87.71,19.57
518,London,100,RU,1629036143,96,59.5833,151.2833,56.25,1.77
519,London,0,ES,1629036143,61,28.0996,-16.681,80.69,16.11
520,London,26,RU,1629036143,75,58.6978,81.4825,66.6,6.85
521,London,100,IN,1629036144,95,16.4833,81.8333,84.49,9.37
522,London,23,NA,1629036144,74,-22.116,14.2845,61.86,7.54
523,London,100,BS,1629036144,72,26.5412,-77.0636,83.26,13.82
524,London,65,AU,1629036144,76,-41.0667,145.9167,45.72,21.14
525,London,98,LV,1629036145,67,56.6178,25.7255,66.72,12.71
526,London,86,RU,1629036145,72,67.45,153.6833,42.33,4.83
527,London,86,RU,1629036146,83,56.45,138.1667,62.92,2.93
528,London,100,US,1629036146,76,39.447,-86.1758,69.93,9.35
529,London,1,US,1629036147,74,37.5645,-97.3523,73.8,4.0
530,London,100,KY,1629036147,75,19.3667,-81.4167,87.08,1.99
531,London,100,IN,1629036147,77,25.7333,78.75,82.89,9.26
532,London,0,TM,1629036148,10,38.4362,57.4316,91.2,12.64
533,London,1,RU,1629036148,48,62.1406,65.3936,68.05,7.25
534,London,73,PA,1629036120,83,8.9936,-79.5197,79.43,2.98
535,London,100,RU,1629036149,96,59.1167,159.9667,49.51,15.46
536,London,51,MZ,1629036149,58,-23.865,35.3833,69.49,10.58
537,London,100,CN,1629036149,97,29.4603,119.8861,76.66,0.2
538,London,0,IR,1629036150,9,36.5449,61.1577,88.61,15.32
539,London,100,IN,1629036150,62,14.4833,79.9833,84.04,7.49
540,London,100,PH,1629036150,86,17.0818,122.4157,78.22,1.83
541,London,20,PT,1629036151,69,33.0833,-16.3333,84.96,19.57
542,London,11,AU,1629036151,52,-15.7667,128.7333,69.78,4.61
543,London,93,PH,1629036151,89,14.9167,120.55,82.15,0.31
544,London,17,BR,1629036152,81,-23.7781,-45.3581,70.88,8.01
545,London,0,MG,1629036152,45,-24.7,44.75,68.36,15.46
546,London,100,JP,1629036153,95,35.1333,140.3,69.91,12.39
547,London,100,CA,1629036153,51,49.6835,-83.6665,67.89,10.94
548,London,100,RU,1629036153,54,56.289,62.5841,70.61,8.34
549,London,23,IN,1629036153,63,25.45,74.5667,83.32,12.57
550,London,59,CD,1629036154,47,0.0487,18.2603,85.8,2.82
551,London,13,RU,1629036154,85,51.3088,119.61,58.28,1.07
552,London,53,RU,1629036154,74,62.0833,32.35,62.04,13.35
553,London,75,BR,1629035921,74,0.0389,-51.0664,85.98,5.75
554,London,29,ZA,1629036155,62,-33.0117,17.9442,62.08,9.4
555,London,100,NO,1629036155,57,59.5594,9.2585,71.51,1.99
556,London,100,RU,1629036156,71,64.75,177.4833,49.37,5.91
557,London,75,IS,1629036156,76,64.2539,-15.2082,55.42,5.75
558,London,100,PK,1629036156,69,24.7424,67.5856,84.42,19.91
559,London,100,IN,1629036156,98,25.5198,90.2201,75.56,3.91
560,London,22,RU,1629036157,74,56.9514,90.6661,57.76,2.17
561,London,100,GB,1629036157,92,51.0333,-4.2167,67.39,15.14
562,London,100,RU,1629036158,87,60.4667,166.1,54.12,2.24
563,London,4,US,1629036158,73,33.5873,-102.378,72.95,2.21
564,London,46,MY,1629036158,98,2.0167,112.9333,75.13,0.96
565,London,75,FR,1629036159,61,48.6314,-2.0614,77.07,3.44
566,London,90,US,1629036159,86,39.2048,-84.428,69.39,4.0
567,London,0,EG,1629036160,49,31.3525,27.2453,84.22,11.59
568,London,86,AR,1629036001,45,-45.8667,-67.5,52.45,4.65
569,London,12,IR,1629036160,51,27.1467,57.0801,96.3,8.03
570,London,0,IR,1629036161,6,32.3811,48.4058,112.12,2.8
571,London,100,CA,1629036017,70,53.5334,-114.0021,66.74,6.62
572,London,87,AU,1629036161,35,-20.7833,117.1333,77.95,11.72
573,London,5,BR,1629036161,52,-2.89,-41.9031,88.27,7.27
